file_path,relative_path,class,split
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_001.jpg,Bovine_Mastitis\bovine_mastitis_001.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_014.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_014.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_019.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_019.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_014.jpg,Blackleg\blackleg_014.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_001.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_001.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_013.jpg,Blackleg\blackleg_013.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_019.jpg,Bovine_Mastitis\bovine_mastitis_019.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_005.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_005.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_021.jpg,Healthy_Cattle\healthy_cattle_021.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_018.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_018.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_019.jpg,Healthy_Cattle\healthy_cattle_019.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_017.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_017.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_017.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_017.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_032.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_032.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_012.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_012.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_025.jpg,Healthy_Cattle\healthy_cattle_025.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_002.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_002.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_015.jpg,Healthy_Cattle\healthy_cattle_015.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_006.jpg,Blackleg\blackleg_006.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_032.jpg,Blackleg\blackleg_032.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_017.jpg,Healthy_Cattle\healthy_cattle_017.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_027.jpg,Blackleg\blackleg_027.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_010.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_010.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_013.jpg,Healthy_Cattle\healthy_cattle_013.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_002.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_002.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_036.jpg,Bovine_Mastitis\bovine_mastitis_036.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_039.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_039.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_022.jpg,Bovine_Mastitis\bovine_mastitis_022.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_025.jpg,Blackleg\blackleg_025.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_023.jpg,Bovine_Mastitis\bovine_mastitis_023.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_038.jpg,Bovine_Mastitis\bovine_mastitis_038.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_022.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_022.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_022.jpg,Blackleg\blackleg_022.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_011.jpg,Bovine_Mastitis\bovine_mastitis_011.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_004.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_004.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_040.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_040.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_003.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_003.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_011.jpg,Healthy_Cattle\healthy_cattle_011.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_028.jpg,Blackleg\blackleg_028.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_017.jpg,Bovine_Mastitis\bovine_mastitis_017.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_013.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_013.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_008.jpg,Healthy_Cattle\healthy_cattle_008.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_036.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_036.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_031.jpg,Healthy_Cattle\healthy_cattle_031.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_021.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_021.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_027.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_027.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_040.jpg,Healthy_Cattle\healthy_cattle_040.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_012.jpg,Healthy_Cattle\healthy_cattle_012.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_030.jpg,Healthy_Cattle\healthy_cattle_030.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_037.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_037.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_003.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_003.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_006.jpg,Healthy_Cattle\healthy_cattle_006.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_040.jpg,Blackleg\blackleg_040.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_016.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_016.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_016.jpg,Bovine_Mastitis\bovine_mastitis_016.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_033.jpg,Healthy_Cattle\healthy_cattle_033.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_010.jpg,Blackleg\blackleg_010.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_037.jpg,Bovine_Mastitis\bovine_mastitis_037.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_029.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_029.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_022.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_022.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_006.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_006.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_010.jpg,Healthy_Cattle\healthy_cattle_010.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_038.jpg,Blackleg\blackleg_038.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_006.jpg,Bovine_Mastitis\bovine_mastitis_006.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_027.jpg,Bovine_Mastitis\bovine_mastitis_027.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_002.jpg,Blackleg\blackleg_002.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_035.jpg,Bovine_Mastitis\bovine_mastitis_035.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_019.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_019.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_039.jpg,Healthy_Cattle\healthy_cattle_039.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_020.jpg,Blackleg\blackleg_020.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_009.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_009.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_032.jpg,Bovine_Mastitis\bovine_mastitis_032.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_010.jpg,Bovine_Mastitis\bovine_mastitis_010.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_033.jpg,Bovine_Mastitis\bovine_mastitis_033.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_029.jpg,Bovine_Mastitis\bovine_mastitis_029.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_020.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_020.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_007.jpg,Healthy_Cattle\healthy_cattle_007.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_018.jpg,Healthy_Cattle\healthy_cattle_018.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_031.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_031.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_035.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_035.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_029.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_029.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_034.jpg,Bovine_Mastitis\bovine_mastitis_034.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_029.jpg,Healthy_Cattle\healthy_cattle_029.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_034.jpg,Blackleg\blackleg_034.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_016.jpg,Blackleg\blackleg_016.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_032.jpg,Healthy_Cattle\healthy_cattle_032.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_027.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_027.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_009.jpg,Healthy_Cattle\healthy_cattle_009.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_038.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_038.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_011.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_011.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_016.jpg,Healthy_Cattle\healthy_cattle_016.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_009.jpg,Blackleg\blackleg_009.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_026.jpg,Blackleg\blackleg_026.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_036.jpg,Healthy_Cattle\healthy_cattle_036.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_024.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_024.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_020.jpg,Healthy_Cattle\healthy_cattle_020.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_035.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_035.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_030.jpg,Blackleg\blackleg_030.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_013.jpg,Bovine_Mastitis\bovine_mastitis_013.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_018.jpg,Blackleg\blackleg_018.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_015.jpg,Bovine_Mastitis\bovine_mastitis_015.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_012.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_012.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_007.jpg,Bovine_Mastitis\bovine_mastitis_007.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_033.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_033.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_004.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_004.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_026.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_026.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_034.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_034.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_005.jpg,Bovine_Mastitis\bovine_mastitis_005.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_002.jpg,Healthy_Cattle\healthy_cattle_002.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_031.jpg,Bovine_Mastitis\bovine_mastitis_031.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_008.jpg,Bovine_Mastitis\bovine_mastitis_008.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_032.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_032.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_010.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_010.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_001.jpg,Blackleg\blackleg_001.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_005.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_005.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_028.jpg,Healthy_Cattle\healthy_cattle_028.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_012.jpg,Bovine_Mastitis\bovine_mastitis_012.jpg,Bovine_Mastitis,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_033.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_033.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_017.jpg,Blackleg\blackleg_017.jpg,Blackleg,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_013.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_013.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_040.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_040.jpg,Foot_and_Mouth_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_034.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_034.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_004.jpg,Healthy_Cattle\healthy_cattle_004.jpg,Healthy_Cattle,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_015.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_015.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_008.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_008.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_023.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_023.jpg,Lumpy_Skin_Disease,train
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_008.jpg,Blackleg\blackleg_008.jpg,Blackleg,val
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_036.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_036.jpg,Lumpy_Skin_Disease,val
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_026.jpg,Bovine_Mastitis\bovine_mastitis_026.jpg,Bovine_Mastitis,val
C:\Users\priya\Downloads\dataset\data\processed\images\Blackleg\blackleg_024.jpg,Blackleg\blackleg_024.jpg,Blackleg,val
C:\Users\priya\Downloads\dataset\data\processed\images\Bovine_Mastitis\bovine_mastitis_020.jpg,Bovine_Mastitis\bovine_mastitis_020.jpg,Bovine_Mastitis,val
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_034.jpg,Healthy_Cattle\healthy_cattle_034.jpg,Healthy_Cattle,val
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_001.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_001.jpg,Lumpy_Skin_Disease,val
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_007.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_007.jpg,Lumpy_Skin_Disease,val
C:\Users\priya\Downloads\dataset\data\processed\images\Foot_and_Mouth_Disease\foot_and_mouth_disease_028.jpg,Foot_and_Mouth_Disease\foot_and_mouth_disease_028.jpg,Foot_and_Mouth_Disease,val
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_025.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_025.jpg,Lumpy_Skin_Disease,val
C:\Users\priya\Downloads\dataset\data\processed\images\Lumpy_Skin_Disease\lumpy_skin_disease_030.jpg,Lumpy_Skin_Disease\lumpy_skin_disease_030.jpg,Lumpy_Skin_Disease,val
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_027.jpg,Healthy_Cattle\healthy_cattle_027.jpg,Healthy_Cattle,val
C:\Users\priya\Downloads\dataset\data\processed\images\Healthy_Cattle\healthy_cattle_026.jpg,Healthy_Cattle\healthy_cattle_026.jpg,Healthy_Cattle,val
